SEM3,SEM5,MENTOR_EMAIL,SEM4,risk_label,past_count,INTERNAL_MARKS,EMAIL,YEAR,present_att,dropout_label,internal_pct,performance_overall,DEPT,SEM2,MENTOR,performance_label,prev_att,PREV_ATTENDANCE_PERC,dropout_score,RNO,attendance_pct,SEM7,SEM8,NAME,S.NO,BEHAVIOR_SCORE_10,risk_score,CURR_SEM,SEM1,performance_trend,behavior_pct,ATTENDED_DAYS_CURR,TOTAL_DAYS_CURR,past_avg,SEM6,batch_year
0.0,0.0,dr..vikram.reddy24@gmail.com,0.0,normal,1,13.0,karthik.joshi610@gmail.com,1.0,98.08,low,43.33,58.07,CDS,,Dr. Vikram Reddy,medium,60.0,60.0,26.65,23G31B5370,84.45,0.0,0.0,Karthik Joshi,16.0,3.8,41.93,2.0,61.0,0.0,38.0,102.0,104.0,61.0,0.0,2029.0
0.0,0.0,prof..isha.mishra48@gmail.com,0.0,low,1,19.0,sneha.reddy286@gmail.com,1.0,89.38,low,63.33,68.5,ECE,,Prof. Isha Mishra,medium,59.0,59.0,19.81,23G31A8586,83.37,0.0,0.0,Sneha Reddy,17.0,9.0,31.5,2.0,65.0,0.0,90.0,101.0,113.0,65.0,0.0,2029.0
0.0,0.0,dr..suresh.iyer43@gmail.com,0.0,low,1,15.0,sneha.desai282@gmail.com,1.0,87.5,low,50.0,63.98,EEE,,Dr. Suresh Iyer,medium,93.0,93.0,19.61,23G31A3295,87.55,0.0,0.0,Sneha Desai,18.0,7.7,36.02,2.0,64.0,0.0,77.0,84.0,96.0,64.0,0.0,2029.0
0.0,0.0,dr..harish.rao22@gmail.com,0.0,normal,0,28.0,deepak.desai415@gmail.com,1.0,75.22,low,93.33,41.43,MECH,0.0,Dr. Harish Rao,poor,76.0,76.0,34.67,23G31A8137,72.85,0.0,0.0,Deepak Desai,19.0,5.0,58.57,1.0,,0.0,50.0,85.0,113.0,0.0,0.0,2029.0
0.0,0.0,prof..meera.desai11@gmail.com,0.0,low,1,19.0,ramesh.malhotra763@gmail.com,1.0,88.37,low,63.33,71.06,CIVIL,,Prof. Meera Desai,high,68.0,68.0,21.23,23G31B9891,82.76,0.0,0.0,Ramesh Malhotra,20.0,7.3,28.94,2.0,72.0,0.0,73.0,76.0,86.0,72.0,0.0,2029.0
0.0,0.0,prof..shreya.nair55@gmail.com,0.0,high,0,12.0,nitin.saxena250@gmail.com,1.0,65.62,medium,40.0,26.09,CSE(AI),0.0,Prof. Shreya Nair,poor,45.0,45.0,42.24,23G31B8855,63.94,0.0,0.0,Nitin Saxena,21.0,9.0,73.91,1.0,,0.0,90.0,63.0,96.0,0.0,0.0,2029.0
0.0,0.0,prof..isha.mishra36@gmail.com,0.0,low,1,24.0,meera.rao743@gmail.com,1.0,43.37,low,80.0,82.02,CSE,,Prof. Isha Mishra,high,54.0,54.0,38.69,23G31A1368,50.16,0.0,0.0,Meera Rao,22.0,9.0,17.98,2.0,92.0,0.0,90.0,36.0,83.0,92.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi15@gmail.com,0.0,high,0,13.0,esha.reddy143@gmail.com,1.0,58.59,medium,43.33,25.58,CDS,0.0,Dr. Sanjay Joshi,poor,95.0,95.0,44.31,23G31A5007,65.51,0.0,0.0,Esha Reddy,23.0,5.5,74.42,1.0,,0.0,55.0,58.0,99.0,0.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi87@gmail.com,0.0,high,0,15.0,simran.bhatnagar384@gmail.com,1.0,96.67,low,50.0,31.91,ECE,0.0,Dr. Sanjay Joshi,poor,91.0,91.0,24.35,23G31A5245,92.07,0.0,0.0,Simran Bhatnagar,24.0,6.2,68.09,1.0,,0.0,62.0,116.01,120.0,0.0,0.0,2029.0
0.0,0.0,prof..isha.mishra85@gmail.com,0.0,high,0,24.0,rajesh.agarwal570@gmail.com,1.0,98.13,low,80.0,37.84,EEE,0.0,Prof. Isha Mishra,poor,92.0,92.0,29.0,23G31B6388,88.29,0.0,0.0,Rajesh Agarwal,25.0,1.2,62.16,1.0,,0.0,12.0,105.0,107.0,0.0,0.0,2029.0
0.0,0.0,prof..shreya.nair24@gmail.com,0.0,high,0,24.0,aisha.chatterjee133@gmail.com,1.0,67.86,medium,80.0,36.71,MECH,0.0,Prof. Shreya Nair,poor,41.0,41.0,41.62,23G31A8215,62.4,0.0,0.0,Aisha Chatterjee,26.0,6.7,63.29,1.0,,0.0,67.0,57.0,84.0,0.0,0.0,2029.0
0.0,0.0,dr..rajesh.kumar40@gmail.com,0.0,normal,1,12.0,anjali.agarwal608@gmail.com,1.0,57.95,medium,40.0,52.47,CIVIL,,Dr. Rajesh Kumar,medium,78.0,78.0,47.76,23G31B4787,57.77,0.0,0.0,Anjali Agarwal,27.0,1.6,47.53,2.0,62.0,0.0,16.0,51.0,88.0,62.0,0.0,2029.0
0.0,0.0,dr..anil.singh35@gmail.com,0.0,normal,0,27.0,sanjay.das796@gmail.com,1.0,98.26,low,90.0,41.28,CSE(AI),0.0,Dr. Anil Singh,poor,41.0,41.0,29.97,23G31B1623,81.18,0.0,0.0,Sanjay Das,28.0,4.2,58.72,1.0,,0.0,42.0,113.0,115.0,0.0,0.0,2029.0
0.0,0.0,prof..kavya.pillai79@gmail.com,0.0,high,0,24.0,bhavna.bhat389@gmail.com,1.0,42.35,high,80.0,30.52,CSE,0.0,Prof. Kavya Pillai,poor,43.0,43.0,63.19,23G31B7131,39.45,0.0,0.0,Bhavna Bhat,29.0,1.2,69.48,1.0,,0.0,12.0,36.0,85.0,0.0,0.0,2029.0
0.0,0.0,dr..rohan.kapoor49@gmail.com,0.0,high,0,13.0,kavya.iyer464@gmail.com,1.0,72.38,medium,43.33,25.71,CDS,0.0,Dr. Rohan Kapoor,poor,88.0,88.0,41.42,23G31B1420,72.07,0.0,0.0,Kavya Iyer,30.0,3.8,74.29,1.0,,0.0,38.0,76.0,105.0,0.0,0.0,2029.0
0.0,0.0,prof..kavya.pillai52@gmail.com,0.0,low,1,13.0,suresh.singh226@gmail.com,1.0,69.37,low,43.33,62.41,ECE,,Prof. Kavya Pillai,medium,46.0,46.0,39.24,23G31A9885,62.76,0.0,0.0,Suresh Singh,31.0,5.0,37.59,2.0,75.0,0.0,50.0,77.0,111.0,75.0,0.0,2029.0
0.0,0.0,dr..harish.rao43@gmail.com,0.0,low,1,20.0,varun.pillai787@gmail.com,1.0,84.0,low,66.67,70.62,EEE,,Dr. Harish Rao,high,72.0,72.0,25.37,23G31A4634,78.8,0.0,0.0,Varun Pillai,32.0,5.6,29.38,2.0,72.0,0.0,56.0,84.0,100.0,72.0,0.0,2029.0
0.0,0.0,dr..rohan.kapoor62@gmail.com,0.0,high,0,18.0,suresh.das630@gmail.com,1.0,73.33,low,60.0,31.7,CIVIL,0.0,Dr. Rohan Kapoor,poor,59.0,59.0,38.76,23G31B3541,69.63,0.0,0.0,Suresh Das,34.0,6.5,68.31,1.0,,0.0,65.0,88.0,120.0,0.0,0.0,2029.0
0.0,0.0,dr..vikram.reddy25@gmail.com,0.0,low,1,18.0,sandeep.kumar414@gmail.com,1.0,84.27,low,60.0,80.17,CSE(AI),,Dr. Vikram Reddy,high,83.0,83.0,18.05,23G31A1993,83.79,0.0,0.0,Sandeep Kumar,35.0,8.2,19.83,2.0,91.0,0.0,82.0,75.0,89.0,91.0,0.0,2029.0
0.0,0.0,prof..priya.sharma31@gmail.com,0.0,high,0,22.0,kavya.iyer613@gmail.com,1.0,83.84,low,73.33,35.95,CSE,0.0,Prof. Priya Sharma,poor,48.0,48.0,35.18,23G31A8228,73.99,0.0,0.0,Kavya Iyer,36.0,5.7,64.05,1.0,,0.0,57.0,83.0,99.0,0.0,0.0,2029.0
0.0,0.0,dr..rohan.kapoor96@gmail.com,0.0,low,1,25.0,rajesh.srivastava730@gmail.com,1.0,41.88,medium,83.33,72.73,CDS,,Dr. Rohan Kapoor,high,49.0,49.0,52.62,23G31A7082,41.22,0.0,0.0,Rajesh Srivastava,37.0,2.1,27.27,2.0,81.0,0.0,21.0,49.0,117.0,81.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi29@gmail.com,0.0,low,1,28.0,siddharth.menon162@gmail.com,1.0,93.97,low,93.33,86.19,ECE,,Dr. Sanjay Joshi,high,60.0,60.0,13.57,23G31B5451,86.28,0.0,0.0,Siddharth Menon,38.0,8.5,13.81,2.0,82.0,0.0,85.0,109.0,116.0,82.0,0.0,2029.0
0.0,0.0,prof..anjali.menon33@gmail.com,0.0,low,1,30.0,ajay.bhat939@gmail.com,1.0,76.25,low,100.0,68.76,EEE,,Prof. Anjali Menon,medium,73.0,73.0,32.94,23G31A3458,70.38,0.0,0.0,Ajay Bhat,39.0,2.4,31.24,2.0,54.0,0.0,24.0,61.0,80.0,54.0,0.0,2029.0
0.0,0.0,prof..anjali.menon50@gmail.com,0.0,high,0,25.0,divya.mishra334@gmail.com,1.0,68.24,low,83.33,39.01,MECH,0.0,Prof. Anjali Menon,poor,70.0,70.0,36.02,23G31B6380,69.06,0.0,0.0,Divya Mishra,40.0,7.3,60.99,1.0,,0.0,73.0,58.0,85.0,0.0,0.0,2029.0
0.0,0.0,dr..nitin.verma37@gmail.com,0.0,low,1,28.0,sanjay.verma396@gmail.com,1.0,86.0,low,93.33,62.23,CIVIL,,Dr. Nitin Verma,medium,42.0,42.0,29.54,23G31A1497,73.9,0.0,0.0,Sanjay Verma,41.0,5.3,37.77,2.0,41.0,0.0,53.0,86.0,100.0,41.0,0.0,2029.0
0.0,0.0,prof..kavya.pillai54@gmail.com,0.0,high,0,26.0,meera.patel159@gmail.com,1.0,48.42,medium,86.67,34.66,CSE(AI),0.0,Prof. Kavya Pillai,poor,91.0,91.0,52.66,23G31A3158,53.39,0.0,0.0,Meera Patel,42.0,1.3,65.34,1.0,,0.0,13.0,46.0,95.0,0.0,0.0,2029.0
0.0,0.0,prof..ritika.malhotra89@gmail.com,0.0,low,1,30.0,rahul.bhatnagar835@gmail.com,1.0,86.27,low,100.0,87.87,CSE,,Prof. Ritika Malhotra,high,67.0,67.0,13.76,23G31A6353,83.49,0.0,0.0,Rahul Bhatnagar,43.0,9.7,12.13,2.0,81.0,0.0,97.0,88.0,102.0,81.0,0.0,2029.0
0.0,0.0,dr..anil.singh92@gmail.com,0.0,high,0,16.0,shreya.bhatnagar580@gmail.com,1.0,70.93,medium,53.33,28.77,CDS,0.0,Dr. Anil Singh,poor,67.0,67.0,41.86,23G31B7848,68.15,0.0,0.0,Shreya Bhatnagar,44.0,5.1,71.23,1.0,,0.0,51.0,61.0,86.0,0.0,0.0,2029.0
0.0,0.0,prof..shreya.nair13@gmail.com,0.0,low,1,27.0,ritika.gupta862@gmail.com,1.0,70.0,low,90.0,67.5,ECE,,Prof. Shreya Nair,medium,70.0,70.0,33.31,23G31A6745,67.7,0.0,0.0,Ritika Gupta,45.0,4.7,32.5,2.0,56.0,0.0,47.0,70.0,100.0,56.0,0.0,2029.0
0.0,0.0,prof..priya.sharma62@gmail.com,0.0,high,0,19.0,ramesh.malhotra565@gmail.com,1.0,96.52,low,63.33,32.27,EEE,0.0,Prof. Priya Sharma,poor,57.0,57.0,34.65,23G31A2923,81.17,0.0,0.0,Ramesh Malhotra,46.0,2.2,67.73,1.0,,0.0,22.0,111.0,115.0,0.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi80@gmail.com,0.0,low,1,29.0,celina.rao994@gmail.com,1.0,48.08,low,96.67,79.83,MECH,,Dr. Sanjay Joshi,high,62.0,62.0,38.64,23G31A5182,52.85,0.0,0.0,Celina Rao,47.0,6.8,20.17,2.0,79.0,0.0,68.0,50.0,104.0,79.0,0.0,2029.0
0.0,0.0,dr..rajesh.kumar82@gmail.com,0.0,high,0,10.0,deepak.malhotra618@gmail.com,1.0,64.35,medium,33.33,21.44,CIVIL,0.0,Dr. Rajesh Kumar,poor,76.0,76.0,48.21,23G31B8244,63.94,0.0,0.0,Deepak Malhotra,48.0,3.7,78.56,1.0,,0.0,37.0,74.0,115.0,0.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi37@gmail.com,0.0,low,1,14.0,sanjay.saxena132@gmail.com,1.0,69.75,medium,46.67,60.86,CSE(AI),,Dr. Sanjay Joshi,medium,45.0,45.0,43.14,23G31A9449,60.42,0.0,0.0,Sanjay Saxena,49.0,2.6,39.14,2.0,73.0,0.0,26.0,83.0,119.0,73.0,0.0,2029.0
0.0,0.0,dr..rajesh.kumar94@gmail.com,0.0,low,1,16.0,aisha.menon370@gmail.com,1.0,46.91,medium,53.33,69.65,CDS,,Dr. Rajesh Kumar,medium,61.0,61.0,40.73,23G31A4704,53.34,0.0,0.0,Aisha Menon,51.0,8.3,30.35,2.0,83.0,0.0,83.0,38.0,81.0,83.0,0.0,2029.0
0.0,0.0,dr..nitin.verma15@gmail.com,0.0,normal,1,17.0,kriti.joshi370@gmail.com,1.0,90.1,low,56.67,51.66,ECE,,Dr. Nitin Verma,medium,57.0,57.0,30.28,23G31A9542,79.07,0.0,0.0,Kriti Joshi,52.0,4.6,48.34,2.0,41.0,0.0,46.0,91.0,101.0,41.0,0.0,2029.0
0.0,0.0,prof..divya.srivastava67@gmail.com,0.0,low,1,29.0,harsha.bajaj982@gmail.com,1.0,54.65,medium,96.67,71.36,EEE,,Prof. Divya Srivastava,high,60.0,60.0,43.79,23G31B1544,53.06,0.0,0.0,Harsha Bajaj,53.0,2.8,28.64,2.0,66.0,0.0,28.0,47.0,86.0,66.0,0.0,2029.0
0.0,0.0,prof..meera.desai85@gmail.com,0.0,normal,0,28.0,aisha.reddy953@gmail.com,1.0,94.87,low,93.33,41.24,MECH,0.0,Prof. Meera Desai,poor,53.0,53.0,32.34,23G31B8040,79.61,0.0,0.0,Aisha Reddy,54.0,2.6,58.76,1.0,,0.0,26.0,111.0,117.0,0.0,0.0,2029.0
0.0,0.0,prof..priya.sharma85@gmail.com,0.0,normal,0,24.0,pooja.sharma881@gmail.com,1.0,88.35,low,80.0,40.7,CIVIL,0.0,Prof. Priya Sharma,poor,87.0,87.0,23.95,23G31A7199,86.64,0.0,0.0,Pooja Sharma,55.0,7.4,59.3,1.0,,0.0,74.0,91.0,103.0,0.0,0.0,2029.0
0.0,0.0,prof..divya.srivastava58@gmail.com,0.0,low,1,30.0,swati.patel145@gmail.com,1.0,88.64,low,100.0,82.54,CSE(AI),,Prof. Divya Srivastava,high,81.0,81.0,11.84,23G31B1993,87.95,0.0,0.0,Swati Patel,56.0,9.7,17.46,2.0,69.0,0.0,97.0,78.0,88.0,69.0,0.0,2029.0
0.0,0.0,prof..ritika.malhotra24@gmail.com,0.0,high,0,20.0,aryan.joshi379@gmail.com,1.0,70.65,low,66.67,33.55,CSE,0.0,Prof. Ritika Malhotra,poor,94.0,94.0,36.88,23G31A1182,73.36,0.0,0.0,Aryan Joshi,57.0,5.1,66.45,1.0,,0.0,51.0,65.0,92.0,0.0,0.0,2029.0
0.0,0.0,dr..rajesh.kumar74@gmail.com,0.0,low,1,26.0,maya.bhat965@gmail.com,1.0,93.27,low,86.67,80.5,CDS,,Dr. Rajesh Kumar,high,78.0,78.0,10.85,23G31A9221,90.69,0.0,0.0,Maya Bhat,58.0,9.8,19.5,2.0,72.0,0.0,98.0,97.0,104.0,72.0,0.0,2029.0
0.0,0.0,prof..isha.mishra56@gmail.com,0.0,low,1,29.0,divya.bajaj328@gmail.com,1.0,83.95,low,96.67,77.73,ECE,,Prof. Isha Mishra,high,83.0,83.0,26.64,23G31B3178,77.57,0.0,0.0,Divya Bajaj,59.0,2.2,22.27,2.0,72.0,0.0,22.0,68.0,81.0,72.0,0.0,2029.0
0.0,0.0,prof..kavya.pillai47@gmail.com,0.0,normal,0,26.0,ashok.iyer541@gmail.com,1.0,84.68,low,86.67,42.08,EEE,0.0,Prof. Kavya Pillai,poor,77.0,77.0,26.31,23G31B7280,82.18,0.0,0.0,Ashok Iyer,60.0,7.5,57.92,1.0,,0.0,75.0,94.0,111.0,0.0,0.0,2029.0
0.0,0.0,prof..shreya.nair48@gmail.com,0.0,low,1,30.0,sakshi.chatterjee100@gmail.com,1.0,66.09,low,100.0,90.38,MECH,,Prof. Shreya Nair,high,72.0,72.0,23.31,23G31A2628,69.56,0.0,0.0,Sakshi Chatterjee,61.0,8.9,9.62,2.0,91.0,0.0,89.0,76.0,115.0,91.0,0.0,2029.0
0.0,0.0,dr..rajesh.kumar30@gmail.com,0.0,low,1,26.0,suresh.rao827@gmail.com,1.0,95.56,low,86.67,70.33,CIVIL,,Dr. Rajesh Kumar,high,92.0,92.0,19.2,23G31A2194,89.19,0.0,0.0,Suresh Rao,62.0,3.9,29.67,2.0,58.0,0.0,39.0,86.0,90.0,58.0,0.0,2029.0
0.0,0.0,prof..isha.mishra82@gmail.com,0.0,high,0,12.0,aditya.singh245@gmail.com,1.0,89.69,low,40.0,29.34,CSE(AI),0.0,Prof. Isha Mishra,poor,80.0,80.0,26.4,23G31A2583,87.28,0.0,0.0,Aditya Singh,63.0,8.5,70.66,1.0,,0.0,85.0,87.0,97.0,0.0,0.0,2029.0
0.0,0.0,dr..suresh.iyer47@gmail.com,0.0,high,0,20.0,rahul.chatterjee536@gmail.com,1.0,84.54,low,66.67,33.75,CSE,0.0,Dr. Suresh Iyer,poor,67.0,67.0,35.05,23G31A9757,76.98,0.0,0.0,Rahul Chatterjee,64.0,4.4,66.25,1.0,,0.0,44.0,82.0,97.0,0.0,0.0,2029.0
0.0,0.0,prof..meera.desai85@gmail.com,0.0,high,0,26.0,aarav.kumar267@gmail.com,1.0,66.27,medium,86.67,37.41,CDS,0.0,Prof. Meera Desai,poor,79.0,79.0,42.36,23G31A8195,65.39,0.0,0.0,Aarav Kumar,65.0,3.2,62.59,1.0,,0.0,32.0,55.0,83.0,0.0,0.0,2029.0
0.0,0.0,prof..ritika.malhotra30@gmail.com,0.0,high,0,19.0,sneha.chatterjee139@gmail.com,1.0,83.52,low,63.33,31.45,ECE,0.0,Prof. Ritika Malhotra,poor,60.0,60.0,39.41,23G31A1443,73.36,0.0,0.0,Sneha Chatterjee,66.0,2.9,68.55,1.0,,0.0,29.0,76.0,91.0,0.0,0.0,2029.0
0.0,0.0,prof..shreya.nair90@gmail.com,0.0,high,0,22.0,siddharth.bhatnagar373@gmail.com,1.0,50.0,medium,73.33,32.34,EEE,0.0,Prof. Shreya Nair,poor,57.0,57.0,51.35,23G31A9964,51.6,0.0,0.0,Siddharth Bhatnagar,67.0,5.2,67.66,1.0,,0.0,52.0,52.0,104.0,0.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi99@gmail.com,0.0,low,1,13.0,tanvi.nair745@gmail.com,1.0,56.98,medium,43.33,66.75,MECH,,Dr. Sanjay Joshi,medium,62.0,62.0,47.69,23G31B5522,53.68,0.0,0.0,Tanvi Nair,68.0,1.4,33.25,2.0,90.0,0.0,14.0,49.0,86.0,90.0,0.0,2029.0
0.0,0.0,prof..priya.sharma81@gmail.com,0.0,low,1,27.0,ramesh.menon565@gmail.com,1.0,52.48,medium,90.0,68.21,CIVIL,,Prof. Priya Sharma,medium,50.0,50.0,42.5,23G31B1562,52.43,0.0,0.0,Ramesh Menon,69.0,5.7,31.79,2.0,61.0,0.0,57.0,53.0,101.0,61.0,0.0,2029.0
0.0,0.0,prof..divya.srivastava84@gmail.com,0.0,high,0,16.0,sakshi.bansal453@gmail.com,1.0,54.7,medium,53.33,27.65,CSE(AI),0.0,Prof. Divya Srivastava,poor,93.0,93.0,46.68,23G31A6359,61.69,0.0,0.0,Sakshi Bansal,70.0,4.8,72.35,1.0,,0.0,48.0,64.0,117.0,0.0,0.0,2029.0
0.0,0.0,dr..suresh.iyer10@gmail.com,0.0,high,0,29.0,nisha.chatterjee190@gmail.com,1.0,45.68,medium,96.67,36.55,CSE,0.0,Dr. Suresh Iyer,poor,68.0,68.0,56.56,23G31A7285,46.68,0.0,0.0,Nisha Chatterjee,71.0,1.1,63.45,1.0,,0.0,11.0,37.0,81.0,0.0,0.0,2029.0
0.0,0.0,dr..anil.singh42@gmail.com,0.0,low,1,16.0,siddharth.dasgupta385@gmail.com,1.0,84.15,low,53.33,64.47,CDS,,Dr. Anil Singh,medium,43.0,43.0,34.09,23G31A1373,71.1,0.0,0.0,Siddharth Dasgupta,72.0,3.6,35.53,2.0,72.0,0.0,36.0,69.0,82.0,72.0,0.0,2029.0
0.0,0.0,prof..divya.srivastava51@gmail.com,0.0,low,1,25.0,nikhil.menon960@gmail.com,1.0,74.07,low,83.33,65.02,ECE,,Prof. Divya Srivastava,medium,69.0,69.0,36.85,23G31A8059,67.45,0.0,0.0,Nikhil Menon,73.0,1.8,34.98,2.0,58.0,0.0,18.0,80.0,108.0,58.0,0.0,2029.0
0.0,0.0,dr..harish.rao49@gmail.com,0.0,high,0,23.0,rajesh.sinha439@gmail.com,1.0,82.11,low,76.67,37.88,EEE,0.0,Dr. Harish Rao,poor,83.0,83.0,30.62,23G31B3134,79.87,0.0,0.0,Rajesh Sinha,74.0,5.8,62.12,1.0,,0.0,58.0,78.0,95.0,0.0,0.0,2029.0
0.0,0.0,dr..nitin.verma22@gmail.com,0.0,normal,1,19.0,vishal.gupta624@gmail.com,1.0,91.89,low,63.33,56.5,MECH,,Dr. Nitin Verma,medium,47.0,47.0,24.84,23G31B9021,81.32,0.0,0.0,Vishal Gupta,75.0,7.6,43.5,2.0,43.0,0.0,76.0,102.0,111.0,43.0,0.0,2029.0
0.0,0.0,prof..isha.mishra94@gmail.com,0.0,high,0,21.0,ashok.mishra848@gmail.com,1.0,68.52,low,70.0,35.45,CIVIL,0.0,Prof. Isha Mishra,poor,62.0,62.0,36.64,23G31A5156,68.66,0.0,0.0,Ashok Mishra,76.0,8.3,64.55,1.0,,0.0,83.0,74.0,108.0,0.0,0.0,2029.0
0.0,0.0,dr..sanjay.joshi81@gmail.com,0.0,low,1,25.0,shreya.saxena906@gmail.com,1.0,56.0,low,83.33,67.14,CSE(AI),,Dr. Sanjay Joshi,medium,83.0,83.0,36.75,23G31A8200,61.6,0.0,0.0,Shreya Saxena,77.0,5.8,32.86,2.0,60.0,0.0,58.0,56.0,100.0,60.0,0.0,2029.0
0.0,0.0,dr..nitin.verma24@gmail.com,0.0,high,0,13.0,aditya.dasgupta415@gmail.com,1.0,71.93,low,43.33,28.64,CSE,0.0,Dr. Nitin Verma,poor,92.0,92.0,33.6,23G31A1417,76.95,0.0,0.0,Aditya Dasgupta,78.0,8.2,71.36,1.0,,0.0,82.0,82.0,114.0,0.0,0.0,2029.0
0.0,0.0,dr..suresh.iyer68@gmail.com,0.0,low,1,24.0,anjali.bajaj857@gmail.com,1.0,86.36,low,80.0,85.31,CDS,,Dr. Suresh Iyer,high,71.0,71.0,18.57,23G31A5093,81.75,0.0,0.0,Anjali Bajaj,79.0,7.1,14.69,2.0,91.0,0.0,71.0,95.0,110.0,91.0,0.0,2029.0
0.0,0.0,prof..isha.mishra39@gmail.com,0.0,normal,1,12.0,aryan.das999@gmail.com,1.0,94.12,low,40.0,50.19,ECE,,Prof. Isha Mishra,medium,40.0,40.0,24.1,23G31B6025,83.28,0.0,0.0,Aryan Das,80.0,9.4,49.81,2.0,42.0,0.0,94.0,80.0,85.0,42.0,0.0,2029.0
0.0,0.0,dr..anil.singh73@gmail.com,0.0,high,0,18.0,ramesh.dasgupta955@gmail.com,1.0,86.52,low,60.0,31.19,EEE,0.0,Dr. Anil Singh,poor,59.0,59.0,37.23,23G31B1770,75.96,0.0,0.0,Ramesh Dasgupta,81.0,3.6,68.81,1.0,,0.0,36.0,77.0,89.0,0.0,0.0,2029.0
